order_id,payment_id,type,descriptions,pDate,Status,Details,Total_Invoice,Due_Amount
OD00006066,py00032592,cheque,Pay Second,16/07/2020,received,,810,405
OD00006067,py00013008,cash transaction,initial payments,16/07/2020,received,,7030,3515
OD00006067,py00061915,online,Pay Fourth,04/05/2016,not received,,7030,3515
OD00006068,py00013009,cash transaction,initial payments,16/07/2020,received,,4035,2017.5
OD00006068,py00042327,online,Pay Third,04/05/2016,not received,,4035,2017.5
OD00006069,py00042329,online,Pay Third,04/05/2016,not received,,686,343
OD00006069,py00013010,cheque,initial payments,16/07/2020,received,,686,343
OD00006070,py00032589,online,Pay Second,16/07/2020,not received,,594,297
OD00006070,py00042332,online,Pay Third,04/05/2016,not received,,594,297
OD00006071,py00032590,online,Pay Second,16/07/2020,not received,,2100,1050
OD00006071,py00022755,online,Pay Second,04/05/2016,not received,,2100,1050
OD00006072,py00022757,online,Pay Second,04/05/2016,not received,,3507,1753.5
OD00006072,py00032591,online,Pay Second,16/07/2020,not received,,3507,1753.5
OD00006073,py00032593,card transaction,Pay Second,16/07/2020,not received,,6010,3005
OD00006073,py00022759,card transaction,Pay Second,04/05/2016,not received,,6010,3005
OD00006074,py00022760,cheque,Pay Second,04/05/2016,not received,,19030,9515
OD00006074,py00032594,cheque,Pay Second,17/07/2020,received,,19030,9515
OD00006075,py00013011,cheque,initial payments,17/07/2020,received,,2016,1008
OD00006075,py00003170,card transaction,initial payments,05/05/2016,received,,2016,1008
OD00006076,py00003171,card transaction,initial payments,05/05/2016,received,,2430,1215
OD00006076,py00013013,cash transaction,initial payments,17/07/2020,received,,2430,1215
OD00006077,py00013014,card transaction,initial payments,17/07/2020,received,,9842,4921
OD00006077,py00003172,card transaction,initial payments,05/05/2016,received,,9842,4921
OD00006078,py00013015,card transaction,initial payments,17/07/2020,received,,2421,1210.5
OD00006078,py00003173,cash transaction,initial payments,05/05/2016,received,,2421,1210.5
OD00006079,py00061920,online,Pay Fourth,05/05/2016,not received,,588,294
OD00006079,py00013016,card transaction,initial payments,17/07/2020,received,,588,294
OD00006080,py00061924,online,Pay Fourth,05/05/2016,not received,,693,346.5
OD00006080,py00013017,cheque,initial payments,17/07/2020,received,,693,346.5
OD00006081,py00032595,cheque,Pay Second,17/07/2020,not received,,1400,700
OD00006081,py00022761,cheque,Pay Second,05/05/2016,not received,,1400,700
OD00006082,py00022762,cheque,Pay Second,05/05/2016,not received,,3006,1503
OD00006082,py00013012,online,initial payments,17/07/2020,not received,bank transfer,3006,1503
OD00006083,py00013018,online,initial payments,17/07/2020,not received,bank transfer,3606,1803
OD00006083,py00022763,cheque,Pay Second,05/05/2016,not received,,3606,1803
OD00006084,py00022764,online,Pay Second,05/05/2016,not received,,15224,7612
OD00006084,py00032599,cheque,Pay Second,18/07/2020,received,,15224,7612
OD00006085,py00003174,card transaction,initial payments,06/05/2016,received,,4536,2268
OD00006085,py00013019,card transaction,initial payments,18/07/2020,received,,4536,2268
OD00006086,py00003175,cheque,initial payments,06/05/2016,received,,2835,1417.5
OD00006086,py00013020,online,initial payments,18/07/2020,received,bank transfer,2835,1417.5
OD00006087,py00013021,card transaction,initial payments,18/07/2020,received,,8436,4218
OD00006087,py00003176,card transaction,initial payments,06/05/2016,received,,8436,4218
OD00006088,py00013022,cheque,initial payments,18/07/2020,received,,1614,807
OD00006088,py00003177,cheque,initial payments,06/05/2016,received,,1614,807
OD00006089,py00013023,cash transaction,initial payments,18/07/2020,received,,490,245
OD00006089,py00003178,online,initial payments,06/05/2016,received,bank transfer,490,245
OD00006090,py00013024,card transaction,initial payments,18/07/2020,received,,693,346.5
OD00006090,py00003179,cheque,initial payments,06/05/2016,received,,693,346.5
OD00006091,py00061927,online,Pay Fourth,06/05/2016,not received,,2100,1050
OD00006091,py00013025,card transaction,initial payments,18/07/2020,received,,2100,1050
OD00006092,py00032596,online,Pay Second,18/07/2020,not received,,4509,2254.5
OD00006092,py00042338,online,Pay Third,06/05/2016,not received,,4509,2254.5
OD00006093,py00032597,cheque,Pay Second,18/07/2020,not received,,8414,4207
OD00006093,py00042340,online,Pay Third,06/05/2016,not received,,8414,4207
OD00006094,py00032598,cheque,Pay Second,18/07/2020,not received,,11418,5709
OD00006094,py00042341,online,Pay Third,06/05/2016,not received,,11418,5709
OD00006095,py00022765,cheque,Pay Second,06/05/2016,not received,,2016,1008
OD00006095,py00032600,online,Pay Second,18/07/2020,not received,,2016,1008
OD00006096,py00022767,cash transaction,Pay Second,06/05/2016,not received,,3645,1822.5
OD00006096,py00032601,cheque,Pay Second,18/07/2020,not received,,3645,1822.5
OD00006097,py00022768,card transaction,Pay Second,06/05/2016,not received,,9842,4921
OD00006097,py00032606,cheque,Pay Second,19/07/2020,received,,9842,4921
OD00006098,py00013026,card transaction,initial payments,19/07/2020,received,,2421,1210.5
OD00006098,py00022769,online,Pay Second,06/05/2016,not received,,2421,1210.5
OD00006099,py00013027,card transaction,initial payments,19/07/2020,received,,980,490
OD00006099,py00003180,cheque,initial payments,07/05/2016,received,,980,490
OD00006100,py00003181,card transaction,initial payments,07/05/2016,received,,594,297
OD00006100,py00013028,cheque,initial payments,19/07/2020,received,,594,297
OD00006101,py00003182,online,initial payments,07/05/2016,received,bank transfer,3500,1750
OD00006101,py00032602,cheque,Pay Second,19/07/2020,not received,,3500,1750
OD00006102,py00003183,cheque,initial payments,07/05/2016,received,,3507,1753.5
OD00006102,py00032603,online,Pay Second,19/07/2020,not received,,3507,1753.5
OD00006103,py00003184,cash transaction,initial payments,07/05/2016,received,,8414,4207
OD00006103,py00032604,card transaction,Pay Second,19/07/2020,not received,,8414,4207
OD00006104,py00003185,cheque,initial payments,07/05/2016,received,,15224,7612
OD00006104,py00032605,online,Pay Second,19/07/2020,not received,,15224,7612
OD00006105,py00003186,cheque,initial payments,07/05/2016,received,,2016,1008
OD00006105,py00013029,online,initial payments,19/07/2020,not received,bank transfer,2016,1008
OD00006106,py00003187,online,initial payments,07/05/2016,received,bank transfer,3240,1620
OD00006106,py00013030,cash transaction,initial payments,20/07/2020,received,,3240,1620
OD00006107,py00042349,online,Pay Third,07/05/2016,not received,,9842,4921
OD00006107,py00013031,online,initial payments,20/07/2020,received,bank transfer,9842,4921
OD00006108,py00013032,cheque,initial payments,20/07/2020,received,,6456,3228
OD00006108,py00022770,online,Pay Second,07/05/2016,not received,,6456,3228
OD00006109,py00022771,online,Pay Second,07/05/2016,not received,,294,147
OD00006109,py00013033,online,initial payments,20/07/2020,received,bank transfer,294,147
OD00006110,py00013034,cash transaction,initial payments,20/07/2020,received,,594,297
OD00006110,py00022772,online,Pay Second,07/05/2016,not received,,594,297
OD00006111,py00032607,cheque,Pay Second,20/07/2020,not received,,2100,1050
OD00006111,py00003188,card transaction,initial payments,08/05/2016,received,,2100,1050
OD00006112,py00003189,card transaction,initial payments,08/05/2016,received,,3006,1503
OD00006112,py00032608,card transaction,Pay Second,20/07/2020,not received,,3006,1503
OD00006113,py00003190,online,initial payments,08/05/2016,received,bank transfer,8414,4207
OD00006113,py00032609,cash transaction,Pay Second,20/07/2020,not received,,8414,4207
OD00006114,py00003191,card transaction,initial payments,08/05/2016,received,,13321,6660.5
OD00006114,py00032610,online,Pay Second,20/07/2020,not received,,13321,6660.5
OD00006115,py00003192,card transaction,initial payments,08/05/2016,received,,1512,756
OD00006115,py00032611,card transaction,Pay Second,20/07/2020,not received,,1512,756
OD00006116,py00032612,card transaction,Pay Second,20/07/2020,not received,,2025,1012.5
OD00006116,py00003193,card transaction,initial payments,08/05/2016,received,,2025,1012.5
OD00006117,py00003194,cash transaction,initial payments,08/05/2016,received,,9842,4921
OD00006117,py00032613,cash transaction,Pay Second,20/07/2020,not received,,9842,4921
OD00006118,py00013037,card transaction,initial payments,21/07/2020,received,,5649,2824.5
OD00006118,py00003195,cheque,initial payments,08/05/2016,received,,5649,2824.5
OD00006119,py00003196,card transaction,initial payments,08/05/2016,received,,784,392
OD00006119,py00013038,cash transaction,initial payments,21/07/2020,received,,784,392
OD00006120,py00061936,online,Pay Fourth,08/05/2016,not received,,396,198
OD00006120,py00013040,card transaction,initial payments,21/07/2020,received,,396,198
OD00006121,py00032614,card transaction,Pay Second,21/07/2020,not received,,3500,1750
OD00006121,py00061938,online,Pay Fourth,08/05/2016,not received,,3500,1750
OD00006122,py00032615,online,Pay Second,21/07/2020,not received,,3507,1753.5
OD00006122,py00042358,online,Pay Third,08/05/2016,not received,,3507,1753.5
OD00006123,py00022774,card transaction,Pay Second,08/05/2016,not received,,6010,3005
OD00006123,py00032616,cheque,Pay Second,21/07/2020,not received,,6010,3005
OD00006124,py00022775,online,Pay Second,08/05/2016,not received,,5709,2854.5
OD00006124,py00032617,online,Pay Second,21/07/2020,not received,,5709,2854.5
OD00006125,py00032618,online,Pay Second,21/07/2020,not received,,2016,1008
OD00006125,py00022776,card transaction,Pay Second,08/05/2016,not received,,2016,1008
OD00006126,py00032619,online,Pay Second,21/07/2020,not received,,2835,1417.5
OD00006126,py00003197,card transaction,initial payments,09/05/2016,received,,2835,1417.5
OD00006127,py00013035,online,initial payments,21/07/2020,not received,bank transfer,12654,6327
OD00006127,py00003198,card transaction,initial payments,09/05/2016,received,,12654,6327
OD00006128,py00003199,cheque,initial payments,09/05/2016,received,,6456,3228
OD00006128,py00013036,online,initial payments,21/07/2020,not received,bank transfer,6456,3228
OD00006129,py00003200,online,initial payments,09/05/2016,received,bank transfer,588,294
OD00006129,py00013039,online,initial payments,21/07/2020,not received,bank transfer,588,294
OD00006130,py00003201,cheque,initial payments,09/05/2016,received,,594,297
OD00006130,py00013042,online,initial payments,22/07/2020,received,bank transfer,594,297
OD00006131,py00003202,cash transaction,initial payments,09/05/2016,received,,4200,2100
OD00006131,py00013043,card transaction,initial payments,22/07/2020,received,,4200,2100
OD00006132,py00013044,cash transaction,initial payments,22/07/2020,received,,2505,1252.5
OD00006132,py00003203,cash transaction,initial payments,09/05/2016,received,,2505,1252.5
OD00006133,py00032620,cash transaction,Pay Second,22/07/2020,not received,,4808,2404
OD00006133,py00003204,online,initial payments,09/05/2016,received,bank transfer,4808,2404
OD00006134,py00003205,cheque,initial payments,09/05/2016,received,,7612,3806
OD00006134,py00032621,card transaction,Pay Second,22/07/2020,not received,,7612,3806
OD00006135,py00032622,cheque,Pay Second,22/07/2020,not received,,2016,1008
OD00006135,py00003206,online,initial payments,09/05/2016,received,bank transfer,2016,1008
OD00006136,py00061940,online,Pay Fourth,09/05/2016,not received,,2025,1012.5
OD00006136,py00032623,cash transaction,Pay Second,22/07/2020,not received,,2025,1012.5
OD00006137,py00013041,online,initial payments,22/07/2020,not received,bank transfer,8436,4218
OD00006137,py00061941,online,Pay Fourth,09/05/2016,not received,,8436,4218
OD00006138,py00042365,online,Pay Third,09/05/2016,not received,,5649,2824.5
OD00006138,py00013045,online,initial payments,22/07/2020,not received,bank transfer,5649,2824.5
OD00006139,py00022779,online,Pay Second,09/05/2016,not received,,686,343
OD00006139,py00032625,cheque,Pay Second,23/07/2020,received,,686,343
OD00006140,py00022780,online,Pay Second,09/05/2016,not received,,594,297
OD00006140,py00032627,card transaction,Pay Second,23/07/2020,received,,594,297
OD00006141,py00022781,online,Pay Second,09/05/2016,not received,,4200,2100
OD00006141,py00013047,cheque,initial payments,23/07/2020,received,,4200,2100
OD00006142,py00013050,online,initial payments,23/07/2020,received,bank transfer,4008,2004
OD00006142,py00022782,cheque,Pay Second,09/05/2016,not received,,4008,2004
OD00006143,py00013051,cheque,initial payments,23/07/2020,received,,6010,3005
OD00006143,py00003207,cheque,initial payments,10/05/2016,received,,6010,3005
OD00006144,py00003208,online,initial payments,10/05/2016,received,bank transfer,9515,4757.5
OD00006144,py00013052,card transaction,initial payments,23/07/2020,received,,9515,4757.5
OD00006145,py00003209,card transaction,initial payments,10/05/2016,received,,3528,1764
OD00006145,py00032624,card transaction,Pay Second,23/07/2020,not received,,3528,1764
OD00006146,py00003210,cheque,initial payments,10/05/2016,received,,1620,810
OD00006146,py00032626,cheque,Pay Second,23/07/2020,not received,,1620,810
OD00006147,py00022783,cheque,Pay Second,10/05/2016,not received,,9842,4921
OD00006147,py00032628,cheque,Pay Second,23/07/2020,not received,,9842,4921
OD00006148,py00022785,online,Pay Second,10/05/2016,not received,,4035,2017.5
OD00006148,py00013046,online,initial payments,23/07/2020,not received,bank transfer,4035,2017.5
OD00006149,py00013048,online,initial payments,23/07/2020,not received,bank transfer,588,294
OD00006149,py00022786,card transaction,Pay Second,10/05/2016,not received,,588,294
OD00006150,py00013049,online,initial payments,23/07/2020,not received,bank transfer,891,445.5
OD00006150,py00022788,cheque,Pay Second,10/05/2016,not received,,891,445.5
OD00006151,py00032629,card transaction,Pay Second,24/07/2020,received,,2800,1400
OD00006151,py00003211,online,initial payments,11/05/2016,received,bank transfer,2800,1400
OD00006152,py00003212,card transaction,initial payments,11/05/2016,received,,3507,1753.5
OD00006152,py00032630,cheque,Pay Second,24/07/2020,received,,3507,1753.5
OD00006153,py00003213,card transaction,initial payments,11/05/2016,received,,6010,3005
OD00006153,py00013053,online,initial payments,24/07/2020,received,bank transfer,6010,3005
OD00006154,py00013055,cheque,initial payments,24/07/2020,received,,13321,6660.5
OD00006154,py00003214,cheque,initial payments,11/05/2016,received,,13321,6660.5
OD00006155,py00013056,card transaction,initial payments,24/07/2020,received,,3528,1764
OD00006155,py00003215,cash transaction,initial payments,11/05/2016,received,,3528,1764
OD00006156,py00032631,cash transaction,Pay Second,24/07/2020,not received,,1215,607.5
OD00006156,py00061951,online,Pay Fourth,11/05/2016,not received,,1215,607.5
OD00006157,py00013054,online,initial payments,24/07/2020,not received,bank transfer,5624,2812
OD00006157,py00022789,online,Pay Second,11/05/2016,not received,,5624,2812
OD00006158,py00022792,online,Pay Second,11/05/2016,not received,,1614,807
OD00006158,py00032634,card transaction,Pay Second,25/07/2020,received,,1614,807
OD00006159,py00022795,cash transaction,Pay Second,11/05/2016,not received,,686,343
OD00006159,py00032637,card transaction,Pay Second,25/07/2020,received,,686,343
OD00006160,py00003216,online,initial payments,12/05/2016,received,bank transfer,594,297
OD00006160,py00013057,online,initial payments,25/07/2020,received,bank transfer,594,297
OD00006161,py00003217,online,initial payments,12/05/2016,received,bank transfer,6300,3150
OD00006161,py00013059,card transaction,initial payments,25/07/2020,received,,6300,3150
OD00006162,py00013060,cheque,initial payments,25/07/2020,received,,3507,1753.5
OD00006162,py00003218,cash transaction,initial payments,12/05/2016,received,,3507,1753.5
OD00006163,py00003219,card transaction,initial payments,12/05/2016,received,,7212,3606
OD00006163,py00013061,cash transaction,initial payments,25/07/2020,received,,7212,3606
OD00006164,py00003220,cash transaction,initial payments,12/05/2016,received,,17127,8563.5
OD00006164,py00013062,cheque,initial payments,25/07/2020,received,,17127,8563.5
OD00006165,py00032632,online,Pay Second,25/07/2020,not received,,4536,2268
OD00006165,py00022796,card transaction,Pay Second,12/05/2016,not received,,4536,2268
OD00006166,py00022798,cash transaction,Pay Second,12/05/2016,not received,,1620,810
OD00006166,py00032633,online,Pay Second,25/07/2020,not received,,1620,810
OD00006167,py00032635,cash transaction,Pay Second,25/07/2020,not received,,7030,3515
OD00006167,py00022799,cash transaction,Pay Second,12/05/2016,not received,,7030,3515
OD00006168,py00032636,cheque,Pay Second,25/07/2020,not received,,7263,3631.5
OD00006168,py00022801,cash transaction,Pay Second,12/05/2016,not received,,7263,3631.5
OD00006169,py00032638,cash transaction,Pay Second,25/07/2020,not received,,196,98
OD00006169,py00003221,online,initial payments,13/05/2016,received,bank transfer,196,98
OD00006170,py00003222,online,initial payments,13/05/2016,received,bank transfer,594,297
OD00006170,py00032639,cash transaction,Pay Second,25/07/2020,not received,,594,297
OD00006171,py00013058,online,initial payments,25/07/2020,not received,bank transfer,4900,2450
OD00006171,py00003223,online,initial payments,13/05/2016,received,bank transfer,4900,2450
OD00006172,py00013063,cheque,initial payments,26/07/2020,received,,2505,1252.5
OD00006172,py00003224,online,initial payments,13/05/2016,received,bank transfer,2505,1252.5
OD00006173,py00003225,online,initial payments,13/05/2016,received,bank transfer,7212,3606
OD00006173,py00013064,card transaction,initial payments,26/07/2020,received,,7212,3606
OD00006174,py00013065,online,initial payments,26/07/2020,received,bank transfer,15224,7612
OD00006174,py00061965,online,Pay Fourth,13/05/2016,not received,,15224,7612
OD00006175,py00013066,cash transaction,initial payments,26/07/2020,received,,2520,1260
OD00006175,py00042386,online,Pay Third,13/05/2016,not received,,2520,1260
OD00006176,py00013067,cash transaction,initial payments,26/07/2020,received,,2430,1215
OD00006176,py00042388,online,Pay Third,13/05/2016,not received,,2430,1215
OD00006177,py00013068,card transaction,initial payments,26/07/2020,received,,8436,4218
OD00006177,py00022802,cheque,Pay Second,13/05/2016,not received,,8436,4218
OD00006178,py00022803,cash transaction,Pay Second,13/05/2016,not received,,4842,2421
OD00006178,py00032640,cash transaction,Pay Second,26/07/2020,not received,,4842,2421
OD00006179,py00032641,online,Pay Second,26/07/2020,not received,,490,245
OD00006179,py00022805,cheque,Pay Second,13/05/2016,not received,,490,245
OD00006180,py00003226,cheque,initial payments,14/05/2016,received,,396,198
OD00006180,py00013069,card transaction,initial payments,27/07/2020,received,,396,198
OD00006181,py00013070,cash transaction,initial payments,27/07/2020,received,,3500,1750
OD00006181,py00003227,card transaction,initial payments,14/05/2016,received,,3500,1750
OD00006182,py00003228,cash transaction,initial payments,14/05/2016,received,,2505,1252.5
OD00006182,py00013073,cash transaction,initial payments,27/07/2020,received,,2505,1252.5
OD00006183,py00003229,cash transaction,initial payments,14/05/2016,received,,8414,4207
OD00006183,py00013074,card transaction,initial payments,27/07/2020,received,,8414,4207
OD00006184,py00013075,cash transaction,initial payments,27/07/2020,received,,11418,5709
OD00006184,py00003230,card transaction,initial payments,14/05/2016,received,,11418,5709
OD00006185,py00003231,online,initial payments,14/05/2016,received,bank transfer,2520,1260
OD00006185,py00032642,online,Pay Second,27/07/2020,not received,,2520,1260
OD00006186,py00061969,online,Pay Fourth,14/05/2016,not received,,2835,1417.5
OD00006186,py00032643,online,Pay Second,27/07/2020,not received,,2835,1417.5
OD00006187,py00022807,online,Pay Second,14/05/2016,not received,,7030,3515
OD00006187,py00032644,cash transaction,Pay Second,27/07/2020,not received,,7030,3515
OD00006188,py00032645,online,Pay Second,27/07/2020,not received,,3228,1614
OD00006188,py00022810,online,Pay Second,14/05/2016,not received,,3228,1614
OD00006189,py00022811,card transaction,Pay Second,14/05/2016,not received,,294,147
OD00006189,py00032646,cash transaction,Pay Second,27/07/2020,not received,,294,147
OD00006190,py00032647,online,Pay Second,27/07/2020,not received,,693,346.5
OD00006190,py00022812,online,Pay Second,14/05/2016,not received,,693,346.5
OD00006191,py00003232,cheque,initial payments,15/05/2016,received,,4900,2450
OD00006191,py00032648,cash transaction,Pay Second,27/07/2020,not received,,4900,2450
OD00006192,py00003233,card transaction,initial payments,15/05/2016,received,,1503,751.5
OD00006192,py00013071,online,initial payments,27/07/2020,not received,bank transfer,1503,751.5
OD00006193,py00003234,cheque,initial payments,15/05/2016,received,,6010,3005
OD00006193,py00013072,online,initial payments,27/07/2020,not received,bank transfer,6010,3005
OD00006194,py00003235,card transaction,initial payments,15/05/2016,received,,9515,4757.5
OD00006194,py00013076,online,initial payments,27/07/2020,not received,bank transfer,9515,4757.5
OD00006195,py00003236,card transaction,initial payments,15/05/2016,received,,1512,756
OD00006195,py00013077,cheque,initial payments,28/07/2020,received,,1512,756
OD00006196,py00003237,cash transaction,initial payments,15/05/2016,received,,2025,1012.5
OD00006196,py00013078,cash transaction,initial payments,28/07/2020,received,,2025,1012.5
OD00006197,py00003238,card transaction,initial payments,15/05/2016,received,,9842,4921
OD00006197,py00032649,cheque,Pay Second,28/07/2020,not received,,9842,4921
OD00006198,py00032650,cheque,Pay Second,28/07/2020,not received,,2421,1210.5
OD00006198,py00003239,cheque,initial payments,15/05/2016,received,,2421,1210.5
OD00006199,py00032651,online,Pay Second,28/07/2020,not received,,294,147
OD00006199,py00042396,online,Pay Third,15/05/2016,not received,,294,147
OD00006200,py00032652,card transaction,Pay Second,28/07/2020,not received,,693,346.5
OD00006200,py00022813,cheque,Pay Second,15/05/2016,not received,,693,346.5
OD00006201,py00022814,online,Pay Second,15/05/2016,not received,,4200,2100
OD00006201,py00032653,cheque,Pay Second,28/07/2020,not received,,4200,2100
OD00006202,py00003240,cash transaction,initial payments,16/05/2016,received,,3507,1753.5
OD00006202,py00032654,cash transaction,Pay Second,28/07/2020,not received,,3507,1753.5
OD00006203,py00003241,online,initial payments,16/05/2016,received,bank transfer,6010,3005
OD00006203,py00032657,card transaction,Pay Second,29/07/2020,received,,6010,3005
OD00006204,py00013079,cash transaction,initial payments,29/07/2020,received,,13321,6660.5
OD00006204,py00003242,cheque,initial payments,16/05/2016,received,,13321,6660.5
OD00006205,py00013080,cash transaction,initial payments,29/07/2020,received,,5040,2520
OD00006205,py00003243,online,initial payments,16/05/2016,received,bank transfer,5040,2520
OD00006206,py00003244,online,initial payments,16/05/2016,received,bank transfer,2835,1417.5
OD00006206,py00032655,card transaction,Pay Second,29/07/2020,not received,,2835,1417.5
OD00006207,py00032656,cash transaction,Pay Second,29/07/2020,not received,,11248,5624
OD00006207,py00003245,online,initial payments,16/05/2016,received,bank transfer,11248,5624
OD00006208,py00032658,online,Pay Second,29/07/2020,not received,,7263,3631.5
OD00006208,py00003246,cheque,initial payments,16/05/2016,received,,7263,3631.5
OD00006209,py00032659,online,Pay Second,29/07/2020,not received,,490,245
OD00006209,py00003247,cheque,initial payments,16/05/2016,received,,490,245
OD00006210,py00042409,online,Pay Third,16/05/2016,not received,,594,297
OD00006210,py00032660,cheque,Pay Second,29/07/2020,not received,,594,297
OD00006211,py00022816,online,Pay Second,16/05/2016,not received,,4900,2450
OD00006211,py00032661,cash transaction,Pay Second,29/07/2020,not received,,4900,2450
OD00006212,py00013081,online,initial payments,29/07/2020,not received,bank transfer,4509,2254.5
OD00006212,py00022817,online,Pay Second,16/05/2016,not received,,4509,2254.5
OD00006213,py00022818,cheque,Pay Second,16/05/2016,not received,,9616,4808
OD00006213,py00013082,online,initial payments,29/07/2020,not received,bank transfer,9616,4808
OD00006214,py00032665,cheque,Pay Second,30/07/2020,received,,17127,8563.5
OD00006214,py00022820,cheque,Pay Second,16/05/2016,not received,,17127,8563.5
OD00006215,py00022821,online,Pay Second,16/05/2016,not received,,3528,1764
OD00006215,py00013084,cash transaction,initial payments,30/07/2020,received,,3528,1764
OD00006216,py00013086,online,initial payments,30/07/2020,received,bank transfer,2835,1417.5
OD00006216,py00022822,online,Pay Second,16/05/2016,not received,,2835,1417.5
OD00006217,py00013087,cash transaction,initial payments,30/07/2020,received,,5624,2812
OD00006217,py00022823,online,Pay Second,16/05/2016,not received,,5624,2812
OD00006218,py00003248,cash transaction,initial payments,17/05/2016,received,,4842,2421
OD00006218,py00013088,cheque,initial payments,30/07/2020,received,,4842,2421
OD00006219,py00013089,cash transaction,initial payments,30/07/2020,received,,588,294
OD00006219,py00003249,cash transaction,initial payments,17/05/2016,received,,588,294
OD00006220,py00003250,cheque,initial payments,17/05/2016,received,,495,247.5
OD00006220,py00032662,card transaction,Pay Second,30/07/2020,not received,,495,247.5
OD00006221,py00032663,card transaction,Pay Second,30/07/2020,not received,,4200,2100
OD00006221,py00003251,cash transaction,initial payments,17/05/2016,received,,4200,2100
OD00006222,py00003252,online,initial payments,17/05/2016,received,bank transfer,1002,501
OD00006222,py00032664,cash transaction,Pay Second,30/07/2020,not received,,1002,501
OD00006223,py00003253,card transaction,initial payments,17/05/2016,received,,6010,3005
OD00006223,py00032666,online,Pay Second,30/07/2020,not received,,6010,3005
OD00006224,py00013083,online,initial payments,30/07/2020,not received,bank transfer,11418,5709
OD00006224,py00003254,online,initial payments,17/05/2016,received,bank transfer,11418,5709
OD00006225,py00003255,cheque,initial payments,17/05/2016,received,,4536,2268
OD00006225,py00013085,online,initial payments,30/07/2020,not received,bank transfer,4536,2268
OD00006226,py00032668,cheque,Pay Second,31/07/2020,received,,2835,1417.5
OD00006226,py00003256,online,initial payments,17/05/2016,received,bank transfer,2835,1417.5
OD00006227,py00061986,online,Pay Fourth,17/05/2016,not received,,2812,1406
OD00006227,py00032669,cash transaction,Pay Second,31/07/2020,received,,2812,1406
OD00006228,py00061991,online,Pay Fourth,17/05/2016,not received,,4842,2421
OD00006228,py00013090,cash transaction,initial payments,31/07/2020,received,,4842,2421
OD00006229,py00013091,cash transaction,initial payments,31/07/2020,received,,980,490
OD00006229,py00061992,online,Pay Fourth,17/05/2016,not received,,980,490
OD00006230,py00061994,online,Pay Fourth,17/05/2016,not received,,198,99
OD00006230,py00013092,card transaction,initial payments,31/07/2020,received,,198,99
OD00006231,py00042414,online,Pay Third,17/05/2016,not received,,5600,2800
OD00006231,py00013094,card transaction,initial payments,31/07/2020,received,,5600,2800
OD00006232,py00042416,online,Pay Third,17/05/2016,not received,,1002,501
OD00006232,py00032667,online,Pay Second,31/07/2020,not received,,1002,501
OD00006233,py00022828,cheque,Pay Second,17/05/2016,not received,,8414,4207
OD00006233,py00032670,card transaction,Pay Second,31/07/2020,not received,,8414,4207
OD00006234,py00003257,online,initial payments,18/05/2016,received,bank transfer,9515,4757.5
OD00006234,py00013093,online,initial payments,31/07/2020,not received,bank transfer,9515,4757.5
OD00006235,py00003258,online,initial payments,18/05/2016,received,bank transfer,2520,1260
OD00006235,py00013095,online,initial payments,31/07/2020,not received,bank transfer,2520,1260
OD00006236,py00013096,online,initial payments,31/07/2020,not received,bank transfer,810,405
OD00006236,py00003259,cash transaction,initial payments,18/05/2016,received,,810,405
OD00006237,py00013097,cash transaction,initial payments,01/08/2020,received,,5624,2812
OD00006237,py00003260,online,initial payments,18/05/2016,received,bank transfer,5624,2812
OD00006238,py00013098,cheque,initial payments,01/08/2020,received,,5649,2824.5
OD00006238,py00042417,online,Pay Third,18/05/2016,not received,,5649,2824.5
OD00006239,py00022830,online,Pay Second,18/05/2016,not received,,490,245
OD00006239,py00013099,cheque,initial payments,01/08/2020,received,,490,245
OD00006240,py00032671,cheque,Pay Second,01/08/2020,not received,,594,297
OD00006240,py00022831,online,Pay Second,18/05/2016,not received,,594,297
OD00006241,py00032672,card transaction,Pay Second,01/08/2020,not received,,4200,2100
OD00006241,py00022832,cash transaction,Pay Second,18/05/2016,not received,,4200,2100
OD00006242,py00003261,cash transaction,initial payments,19/05/2016,received,,4509,2254.5
OD00006242,py00032673,cash transaction,Pay Second,01/08/2020,not received,,4509,2254.5
OD00006243,py00003262,cash transaction,initial payments,19/05/2016,received,,6010,3005
OD00006243,py00032674,online,Pay Second,01/08/2020,not received,,6010,3005
OD00006244,py00003263,cash transaction,initial payments,19/05/2016,received,,7612,3806
OD00006244,py00032675,cash transaction,Pay Second,01/08/2020,not received,,7612,3806
OD00006245,py00032676,online,Pay Second,01/08/2020,not received,,2520,1260
OD00006245,py00003264,cheque,initial payments,19/05/2016,received,,2520,1260
OD00006246,py00013100,online,initial payments,01/08/2020,not received,bank transfer,2025,1012.5
OD00006246,py00042429,online,Pay Third,19/05/2016,not received,,2025,1012.5
OD00006247,py00022833,cash transaction,Pay Second,19/05/2016,not received,,9842,4921
OD00006247,py00013101,online,initial payments,01/08/2020,not received,bank transfer,9842,4921
OD00006248,py00022836,cash transaction,Pay Second,19/05/2016,not received,,4035,2017.5
OD00006248,py00013102,card transaction,initial payments,02/08/2020,received,,4035,2017.5
OD00006249,py00013103,cash transaction,initial payments,02/08/2020,received,,588,294
OD00006249,py00022837,online,Pay Second,19/05/2016,not received,,588,294
OD00006250,py00013104,card transaction,initial payments,02/08/2020,received,,396,198
OD00006250,py00022838,online,Pay Second,19/05/2016,not received,,396,198
