order_id,customer_id,Store_id,Date
OD00005396,c12439,st011,10/04/2017
OD00005397,c12440,st004,10/04/2017
OD00005398,c12441,st004,10/04/2017
OD00005399,c12442,st002,10/04/2017
OD00005400,c12443,st005,10/04/2017
OD00005401,c12444,st001,10/04/2017
OD00005402,c12445,st005,10/04/2017
OD00005403,c12446,st006,11/04/2017
OD00005404,c12447,st007,11/04/2017
OD00005405,c12448,st011,11/04/2017
OD00005406,c12449,st001,11/04/2017
OD00005407,c12450,st008,11/04/2017
OD00005408,c12451,st010,11/04/2017
OD00005409,c12452,st004,12/04/2017
OD00005410,c12453,st003,12/04/2017
OD00005411,c12454,st007,12/04/2017
OD00005412,c12455,st007,12/04/2017
OD00005413,c12456,st009,12/04/2017
OD00005414,c12457,st009,12/04/2017
OD00005415,c12458,st010,12/04/2017
OD00005416,c12459,st003,13/04/2017
OD00005417,c12460,st010,13/04/2017
OD00005418,c12461,st010,13/04/2017
OD00005419,c12462,st004,13/04/2017
OD00005420,c12463,st005,13/04/2017
OD00005421,c12464,st006,13/04/2017
OD00005422,c12465,st008,13/04/2017
OD00005423,c12466,st009,13/04/2017
OD00005424,c12467,st003,13/04/2017
OD00005425,c12468,st012,13/04/2017
OD00005426,c12469,st003,13/04/2017
OD00005427,c12470,st007,14/04/2017
OD00005428,c12471,st001,14/04/2017
OD00005429,c12472,st012,14/04/2017
OD00005430,c12473,st004,14/04/2017
OD00005431,c12474,st008,14/04/2017
OD00005432,c12475,st011,14/04/2017
OD00005433,c12476,st012,14/04/2017
OD00005434,c12477,st009,15/04/2017
OD00005435,c12478,st010,15/04/2017
OD00005436,c12479,st003,15/04/2017
OD00005437,c12480,st002,15/04/2017
OD00005438,c12481,st007,15/04/2017
OD00005439,c12482,st003,15/04/2017
OD00005440,c12483,st005,15/04/2017
OD00005441,c12484,st009,15/04/2017
OD00005442,c12485,st006,15/04/2017
OD00005443,c12486,st009,16/04/2017
OD00005444,c12487,st005,16/04/2017
OD00005445,c12488,st002,16/04/2017
OD00005446,c12489,st010,16/04/2017
OD00005447,c12490,st007,16/04/2017
OD00005448,c12491,st007,16/04/2017
OD00005449,c12492,st006,16/04/2017
OD00005450,c12493,st010,16/04/2017
OD00005451,c12494,st006,17/04/2017
OD00005452,c12495,st006,17/04/2017
OD00005453,c12496,st001,17/04/2017
OD00005454,c12497,st006,17/04/2017
OD00005455,c12498,st004,17/04/2017
OD00005456,c12499,st005,17/04/2017
OD00005457,c12500,st003,17/04/2017
OD00005458,c12501,st008,17/04/2017
OD00005459,c12502,st011,19/04/2017
OD00005460,c12503,st008,19/04/2017
OD00005461,c12504,st008,19/04/2017
OD00005462,c12505,st002,19/04/2017
OD00005463,c12506,st004,20/04/2017
OD00005464,c12507,st008,20/04/2017
OD00005465,c12508,st001,20/04/2017
OD00005466,c12509,st008,20/04/2017
OD00005467,c12510,st012,20/04/2017
OD00005468,c12511,st003,21/04/2017
OD00005469,c12512,st001,21/04/2017
OD00005470,c12513,st003,21/04/2017
OD00005471,c12514,st010,21/04/2017
OD00005472,c12515,st010,21/04/2017
OD00005473,c12516,st005,21/04/2017
OD00005474,c12517,st008,21/04/2017
OD00005475,c12518,st012,21/04/2017
OD00005476,c12519,st009,21/04/2017
OD00005477,c12520,st006,22/04/2017
OD00005478,c12521,st003,22/04/2017
OD00005479,c12522,st010,22/04/2017
OD00005480,c12523,st008,22/04/2017
OD00005481,c12524,st011,22/04/2017
OD00005482,c12525,st008,22/04/2017
OD00005483,c12526,st006,23/04/2017
OD00005484,c12527,st006,23/04/2017
OD00005485,c12528,st007,24/04/2017
OD00005486,c12529,st005,24/04/2017
OD00005487,c12530,st004,24/04/2017
OD00005488,c12531,st010,24/04/2017
OD00005489,c12532,st007,24/04/2017
OD00005490,c12533,st011,25/04/2017
OD00005491,c12534,st007,25/04/2017
OD00005492,c12535,st011,25/04/2017
OD00005493,c12536,st003,25/04/2017
OD00005494,c12537,st001,25/04/2017
OD00005495,c12538,st009,25/04/2017
OD00005496,c12539,st001,26/04/2017
OD00005497,c12540,st011,26/04/2017
OD00005498,c12541,st003,26/04/2017
OD00005499,c12542,st009,26/04/2017
OD00005500,c12543,st003,26/04/2017
OD00005501,c12544,st002,26/04/2017
OD00005502,c12545,st001,26/04/2017
OD00005503,c12546,st010,26/04/2017
OD00005504,c12547,st002,26/04/2017
OD00005505,c12548,st003,27/04/2017
OD00005506,c12549,st002,27/04/2017
OD00005507,c12550,st001,28/04/2017
OD00005508,c12551,st004,28/04/2017
OD00005509,c12552,st012,28/04/2017
OD00005510,c12553,st007,29/04/2017
OD00005511,c12554,st004,29/04/2017
OD00005512,c12555,st009,29/04/2017
OD00005513,c12556,st009,29/04/2017
OD00005514,c12557,st009,29/04/2017
OD00005515,c12558,st009,30/04/2017
OD00005516,c12559,st012,30/04/2017
OD00005517,c12560,st008,30/04/2017
OD00005518,c12561,st008,30/04/2017
OD00005519,c12562,st005,30/04/2017
OD00005520,c12563,st007,30/04/2017
OD00005521,c12564,st003,30/04/2017
OD00005522,c12565,st011,30/04/2017
OD00005523,c12566,st002,30/04/2017
OD00005524,c12567,st010,30/04/2017
OD00005525,c12568,st003,30/04/2017
OD00005526,c12569,st010,01/05/2017
OD00005527,c12570,st005,01/05/2017
OD00005528,c12571,st012,01/05/2017
OD00005529,c12572,st005,01/05/2017
OD00005530,c12573,st002,01/05/2017
OD00005531,c12574,st004,01/05/2017
OD00005532,c12575,st010,02/05/2017
OD00005533,c12576,st007,02/05/2017
OD00005534,c12577,st002,02/05/2017
OD00005535,c12578,st010,02/05/2017
OD00005536,c12579,st003,02/05/2017
OD00005537,c12580,st005,02/05/2017
OD00005538,c12581,st001,03/05/2017
OD00005539,c12582,st002,03/05/2017
OD00005540,c12583,st007,03/05/2017
OD00005541,c12584,st008,03/05/2017
OD00005542,c12585,st003,03/05/2017
OD00005543,c12586,st011,03/05/2017
OD00005544,c12587,st004,03/05/2017
OD00005545,c12588,st010,03/05/2017
OD00005546,c12589,st009,03/05/2017
OD00005547,c12590,st006,03/05/2017
OD00005548,c12591,st008,04/05/2017
OD00005549,c12592,st003,04/05/2017
OD00005550,c12593,st006,04/05/2017
OD00005551,c12594,st010,04/05/2017
OD00005552,c12595,st007,04/05/2017
OD00005553,c12596,st005,04/05/2017
OD00005554,c12597,st003,05/05/2017
OD00005555,c12598,st005,05/05/2017
OD00005556,c12599,st011,05/05/2017
OD00005557,c12600,st006,05/05/2017
OD00005558,c12601,st005,05/05/2017
OD00005559,c12602,st002,05/05/2017
OD00005560,c12603,st006,05/05/2017
OD00005561,c12604,st012,05/05/2017
OD00005562,c12605,st006,06/05/2017
OD00005563,c12606,st008,06/05/2017
OD00005564,c12607,st006,06/05/2017
OD00005565,c12608,st002,06/05/2017
OD00005566,c12609,st011,06/05/2017
OD00005567,c12610,st003,06/05/2017
OD00005568,c12611,st009,07/05/2017
OD00005569,c12612,st008,07/05/2017
OD00005570,c12613,st011,07/05/2017
OD00005571,c12614,st010,07/05/2017
OD00005572,c12615,st003,07/05/2017
OD00005573,c12616,st005,07/05/2017
OD00005574,c12617,st007,08/05/2017
OD00005575,c12618,st008,08/05/2017
OD00005576,c12619,st003,08/05/2017
OD00005577,c12620,st008,08/05/2017
OD00005578,c12621,st004,08/05/2017
OD00005579,c12622,st006,08/05/2017
OD00005580,c12623,st012,09/05/2017
OD00005581,c12624,st008,09/05/2017
OD00005582,c12625,st010,09/05/2017
OD00005583,c12626,st008,10/05/2017
OD00005584,c12627,st010,11/05/2017
OD00005585,c12628,st005,11/05/2017
OD00005586,c12629,st007,11/05/2017
OD00005587,c12630,st001,11/05/2017
OD00005588,c12631,st010,12/05/2017
OD00005589,c12632,st011,12/05/2017
OD00005590,c12633,st008,12/05/2017
OD00005591,c12634,st003,12/05/2017
OD00005592,c12635,st001,12/05/2017
OD00005593,c12636,st009,12/05/2017
OD00005594,c12637,st004,12/05/2017
OD00005595,c12638,st001,12/05/2017
OD00005596,c12639,st007,12/05/2017
OD00005597,c12640,st011,13/05/2017
OD00005598,c12641,st007,13/05/2017
OD00005599,c12642,st004,13/05/2017
OD00005600,c12643,st008,13/05/2017
OD00005601,c12644,st003,13/05/2017
OD00005602,c12645,st006,14/05/2017
OD00005603,c12646,st012,14/05/2017
OD00005604,c12647,st008,14/05/2017
OD00005605,c12648,st010,14/05/2017
OD00005606,c12649,st002,14/05/2017
OD00005607,c12650,st008,14/05/2017
OD00005608,c12651,st003,15/05/2017
OD00005609,c12652,st012,15/05/2017
OD00005610,c12653,st012,15/05/2017
OD00005611,c12654,st012,15/05/2017
OD00005612,c12655,st001,15/05/2017
OD00005613,c12656,st001,15/05/2017
OD00005614,c12657,st003,15/05/2017
OD00005615,c12658,st006,15/05/2017
OD00005616,c12659,st005,15/05/2017
OD00005617,c12660,st002,15/05/2017
OD00005618,c12661,st007,16/05/2017
OD00005619,c12662,st009,16/05/2017
OD00005620,c12663,st011,16/05/2017
OD00005621,c12664,st001,16/05/2017
OD00005622,c12665,st010,16/05/2017
OD00005623,c12666,st001,16/05/2017
OD00005624,c12667,st002,16/05/2017
OD00005625,c12668,st010,16/05/2017
OD00005626,c12669,st010,16/05/2017
OD00005627,c12670,st005,17/05/2017
OD00005628,c12671,st009,17/05/2017
OD00005629,c12672,st002,17/05/2017
OD00005630,c12673,st011,18/05/2017
OD00005631,c12674,st002,18/05/2017
OD00005632,c12675,st011,18/05/2017
OD00005633,c12676,st008,18/05/2017
OD00005634,c12677,st001,18/05/2017
OD00005635,c12678,st006,18/05/2017
OD00005636,c12679,st011,18/05/2017
OD00005637,c12680,st004,18/05/2017
OD00005638,c12681,st006,18/05/2017
OD00005639,c12682,st008,18/05/2017
OD00005640,c12683,st001,18/05/2017
OD00005641,c12684,st004,18/05/2017
OD00005642,c12685,st010,19/05/2017
OD00005643,c12686,st005,19/05/2017
OD00005644,c12687,st009,19/05/2017
OD00005645,c12688,st007,19/05/2017
OD00005646,c12689,st006,19/05/2017
OD00005647,c12690,st010,19/05/2017
OD00005648,c12691,st008,19/05/2017
OD00005649,c12692,st002,20/05/2017
OD00005650,c12693,st006,20/05/2017
OD00005651,c12694,st005,20/05/2017
OD00005652,c12695,st001,20/05/2017
OD00005653,c12696,st007,21/05/2017
OD00005654,c12697,st011,21/05/2017
OD00005655,c12698,st012,21/05/2017
OD00005656,c12699,st002,21/05/2017
OD00005657,c12700,st011,21/05/2017
OD00005658,c12701,st008,21/05/2017
OD00005659,c12702,st009,22/05/2017
OD00005660,c12703,st012,22/05/2017
OD00005661,c12704,st012,22/05/2017
OD00005662,c12705,st005,22/05/2017
OD00005663,c12706,st002,23/05/2017
OD00005664,c12707,st011,23/05/2017
OD00005665,c12708,st009,23/05/2017
OD00005666,c12709,st009,23/05/2017
OD00005667,c12710,st002,23/05/2017
OD00005668,c12711,st001,23/05/2017
OD00005669,c12712,st003,24/05/2017
OD00005670,c12713,st005,24/05/2017
OD00005671,c12714,st008,24/05/2017
OD00005672,c12715,st001,24/05/2017
OD00005673,c12716,st009,25/05/2017
OD00005674,c12717,st010,25/05/2017
OD00005675,c12718,st012,25/05/2017
OD00005676,c12719,st007,25/05/2017
OD00005677,c12720,st011,25/05/2017
OD00005678,c12721,st005,25/05/2017
OD00005679,c12722,st006,25/05/2017
OD00005680,c12723,st003,25/05/2017
OD00005681,c12724,st009,26/05/2017
OD00005682,c12725,st006,26/05/2017
OD00005683,c12726,st004,26/05/2017
OD00005684,c12727,st003,26/05/2017
OD00005685,c12728,st010,26/05/2017
OD00005686,c12729,st001,26/05/2017
OD00005687,c12730,st009,26/05/2017
OD00005688,c12731,st011,27/05/2017
OD00005689,c12732,st007,27/05/2017
OD00005690,c12733,st009,27/05/2017
OD00005691,c12734,st009,27/05/2017
OD00005692,c12735,st009,28/05/2017
OD00005693,c12736,st004,28/05/2017
OD00005694,c12737,st006,28/05/2017
OD00005695,c12738,st001,28/05/2017
OD00005696,c12739,st005,28/05/2017
OD00005697,c12740,st007,28/05/2017
OD00005698,c12741,st005,28/05/2017
OD00005699,c12742,st006,28/05/2017
OD00005700,c12743,st010,28/05/2017
OD00005701,c12744,st006,28/05/2017
OD00005702,c12745,st008,28/05/2017
OD00005703,c12746,st001,28/05/2017
OD00005704,c12747,st001,28/05/2017
OD00005705,c12748,st001,28/05/2017
OD00005706,c12749,st008,29/05/2017
OD00005707,c12750,st008,29/05/2017
OD00005708,c12751,st009,29/05/2017
OD00005709,c12752,st001,29/05/2017
OD00005710,c12753,st005,29/05/2017
OD00005711,c12754,st005,29/05/2017
OD00005712,c12755,st012,29/05/2017
OD00005713,c12756,st006,29/05/2017
OD00005714,c12757,st003,30/05/2017
OD00005715,c12758,st006,30/05/2017
OD00005716,c12759,st007,30/05/2017
OD00005717,c12760,st002,30/05/2017
OD00005718,c12761,st007,30/05/2017
OD00005719,c12762,st003,31/05/2017
OD00005720,c12763,st007,31/05/2017
OD00005721,c12764,st010,31/05/2017
OD00005722,c12765,st002,31/05/2017
OD00005723,c12766,st004,31/05/2017
OD00005724,c12767,st007,31/05/2017
OD00005725,c12768,st003,31/05/2017
OD00005726,c12769,st008,31/05/2017
OD00005727,c12770,st004,01/06/2017
OD00005728,c12771,st012,01/06/2017
OD00005729,c12772,st003,01/06/2017
OD00005730,c12773,st002,01/06/2017
OD00005731,c12774,st006,01/06/2017
OD00005732,c12775,st009,01/06/2017
OD00005733,c12776,st007,01/06/2017
OD00005734,c12777,st008,01/06/2017
OD00005735,c12778,st010,01/06/2017
OD00005736,c12779,st012,01/06/2017
OD00005737,c12780,st012,02/06/2017
OD00005738,c12781,st012,02/06/2017
OD00005739,c12782,st012,02/06/2017
OD00005740,c12783,st004,02/06/2017
OD00005741,c12784,st006,02/06/2017
OD00005742,c12785,st011,03/06/2017
OD00005743,c12786,st003,03/06/2017
OD00005744,c12787,st007,03/06/2017
OD00005745,c12788,st011,03/06/2017
OD00005746,c12789,st006,04/06/2017
OD00005747,c12790,st002,04/06/2017
OD00005748,c12791,st006,04/06/2017
OD00005749,c12792,st002,04/06/2017
OD00005750,c12793,st008,04/06/2017
OD00005751,c12794,st009,04/06/2017
OD00005752,c12795,st006,05/06/2017
OD00005753,c12796,st009,05/06/2017
OD00005754,c12797,st002,05/06/2017
OD00005755,c12798,st003,06/06/2017
OD00005756,c12799,st008,06/06/2017
OD00005757,c12800,st009,06/06/2017
OD00005758,c12801,st001,06/06/2017
OD00005759,c12802,st005,06/06/2017
OD00005760,c12803,st003,06/06/2017
OD00005761,c12804,st006,07/06/2017
OD00005762,c12805,st007,07/06/2017
OD00005763,c12806,st010,07/06/2017
OD00005764,c12807,st002,07/06/2017
OD00005765,c12808,st009,08/06/2017
OD00005766,c12809,st006,08/06/2017
OD00005767,c12810,st009,08/06/2017
OD00005768,c12811,st010,08/06/2017
OD00005769,c12812,st009,08/06/2017
OD00005770,c12813,st008,08/06/2017
OD00005771,c12814,st008,08/06/2017
OD00005772,c12815,st005,09/06/2017
OD00005773,c12816,st010,09/06/2017
OD00005774,c12817,st012,09/06/2017
OD00005775,c12818,st003,09/06/2017
OD00005776,c12819,st002,09/06/2017
OD00005777,c12820,st010,10/06/2017
OD00005778,c12821,st011,10/06/2017
OD00005779,c12822,st006,10/06/2017
OD00005780,c12823,st007,10/06/2017
OD00005781,c12824,st004,10/06/2017
OD00005782,c12825,st010,11/06/2017
OD00005783,c12826,st010,11/06/2017
OD00005784,c12827,st011,11/06/2017
OD00005785,c12828,st006,11/06/2017
OD00005786,c12829,st002,11/06/2017
OD00005787,c12830,st007,11/06/2017
OD00005788,c12831,st001,11/06/2017
OD00005789,c12832,st004,11/06/2017
OD00005790,c12833,st009,11/06/2017
OD00005791,c12834,st005,11/06/2017
OD00005792,c12835,st003,12/06/2017
OD00005793,c12836,st001,12/06/2017
OD00005794,c12837,st009,12/06/2017
OD00005795,c12838,st010,12/06/2017
OD00005796,c12839,st011,12/06/2017
OD00005797,c12840,st007,12/06/2017
OD00005798,c12841,st004,12/06/2017
OD00005799,c12842,st004,12/06/2017
OD00005800,c12843,st002,12/06/2017
OD00005801,c12844,st001,13/06/2017
OD00005802,c12845,st008,13/06/2017
OD00005803,c12846,st003,13/06/2017
OD00005804,c12847,st003,13/06/2017
OD00005805,c12848,st005,13/06/2017
OD00005806,c12849,st007,13/06/2017
OD00005807,c12850,st002,13/06/2017
OD00005808,c12851,st002,13/06/2017
OD00005809,c12852,st010,13/06/2017
OD00005810,c12853,st005,13/06/2017
OD00005811,c12854,st001,14/06/2017
OD00005812,c12855,st001,14/06/2017
OD00005813,c12856,st002,14/06/2017
OD00005814,c12857,st005,14/06/2017
OD00005815,c12858,st011,14/06/2017
OD00005816,c12859,st007,14/06/2017
OD00005817,c12860,st012,15/06/2017
OD00005818,c12861,st007,15/06/2017
OD00005819,c12862,st009,16/06/2017
OD00005820,c12863,st002,16/06/2017
OD00005821,c12864,st009,16/06/2017
OD00005822,c12865,st012,16/06/2017
OD00005823,c12866,st008,16/06/2017
OD00005824,c12867,st008,16/06/2017
OD00005825,c12868,st012,16/06/2017
OD00005826,c12869,st003,17/06/2017
OD00005827,c12870,st006,17/06/2017
OD00005828,c12871,st003,17/06/2017
OD00005829,c12872,st007,17/06/2017
OD00005830,c12873,st003,17/06/2017
OD00005831,c12874,st012,17/06/2017
OD00005832,c12875,st007,17/06/2017
OD00005833,c12876,st007,17/06/2017
OD00005834,c12877,st012,17/06/2017
OD00005835,c12878,st004,18/06/2017
OD00005836,c12879,st009,18/06/2017
OD00005837,c12880,st009,18/06/2017
OD00005838,c12881,st004,18/06/2017
OD00005839,c12882,st006,18/06/2017
OD00005840,c12883,st011,18/06/2017
OD00005841,c12884,st011,19/06/2017
OD00005842,c12885,st006,19/06/2017
OD00005843,c12886,st002,19/06/2017
OD00005844,c12887,st001,19/06/2017
OD00005845,c12888,st005,19/06/2017
OD00005846,c12889,st008,19/06/2017
OD00005847,c12890,st006,20/06/2017
OD00005848,c12891,st008,20/06/2017
OD00005849,c12892,st011,20/06/2017
OD00005850,c12893,st012,20/06/2017
OD00005851,c12894,st004,20/06/2017
OD00005852,c12895,st002,20/06/2017
OD00005853,c12896,st003,20/06/2017
OD00005854,c12897,st005,21/06/2017
OD00005855,c12898,st012,21/06/2017
OD00005856,c12899,st005,21/06/2017
OD00005857,c12900,st011,21/06/2017
OD00005858,c12901,st001,21/06/2017
OD00005859,c12902,st010,22/06/2017
OD00005860,c12903,st011,22/06/2017
OD00005861,c12904,st006,22/06/2017
OD00005862,c12905,st010,22/06/2017
OD00005863,c12906,st002,22/06/2017
OD00005864,c12907,st012,22/06/2017
OD00005865,c12908,st004,23/06/2017
OD00005866,c12909,st009,23/06/2017
OD00005867,c12910,st012,23/06/2017
OD00005868,c12911,st005,23/06/2017
OD00005869,c12912,st011,23/06/2017
OD00005870,c12913,st009,23/06/2017
OD00005871,c12914,st003,23/06/2017
OD00005872,c12915,st003,23/06/2017
OD00005873,c12916,st011,23/06/2017
OD00005874,c12917,st001,23/06/2017
OD00005875,c12918,st011,23/06/2017
OD00005876,c12919,st011,23/06/2017
OD00005877,c12920,st003,24/06/2017
OD00005878,c12921,st011,24/06/2017
OD00005879,c12922,st012,24/06/2017
OD00005880,c12923,st011,24/06/2017
OD00005881,c12924,st004,24/06/2017
OD00005882,c12925,st007,24/06/2017
OD00005883,c12926,st009,24/06/2017
OD00005884,c12878,st006,24/06/2017
OD00005885,c12879,st009,25/06/2017
OD00005886,c12880,st001,25/06/2017
OD00005887,c12881,st005,25/06/2017
OD00005888,c12882,st012,25/06/2017
OD00005889,c12883,st009,25/06/2017
OD00005890,c12884,st010,26/06/2017
OD00005891,c12885,st005,26/06/2017
OD00005892,c12886,st007,26/06/2017
OD00005893,c12887,st002,26/06/2017
OD00005894,c12888,st009,26/06/2017
OD00005895,c12878,st002,26/06/2017
OD00005896,c12879,st004,27/06/2017
OD00005897,c12880,st008,27/06/2017
OD00005898,c12881,st003,27/06/2017
OD00005899,c12882,st010,27/06/2017
OD00005900,c12883,st007,27/06/2017
OD00005901,c12884,st001,27/06/2017
OD00005902,c12885,st005,27/06/2017
OD00005903,c12886,st010,27/06/2017
OD00005904,c12887,st004,27/06/2017
OD00005905,c12888,st009,28/06/2017
OD00005906,c12889,st009,28/06/2017
OD00005907,c12890,st007,28/06/2017
OD00005908,c12891,st009,28/06/2017
OD00005909,c12892,st005,28/06/2017
OD00005910,c12893,st003,28/06/2017
OD00005911,c12894,st006,28/06/2017
OD00005912,c12895,st011,28/06/2017
OD00005913,c12896,st002,29/06/2017
OD00005914,c12897,st002,29/06/2017
OD00005915,c12898,st008,29/06/2017
OD00005916,c12899,st010,29/06/2017
OD00005917,c12900,st006,29/06/2017
OD00005918,c10004,st003,29/06/2017
OD00005919,c10005,st006,29/06/2017
OD00005920,c10006,st011,30/06/2017
OD00005921,c10007,st004,30/06/2017
OD00005922,c10008,st008,30/06/2017
OD00005923,c10009,st009,30/06/2017
OD00005924,c10010,st009,30/06/2017
OD00005925,c10011,st001,30/06/2017
OD00005926,c10012,st007,30/06/2017
OD00005927,c10013,st003,01/07/2017
OD00005928,c10014,st001,01/07/2017
OD00005929,c10015,st006,01/07/2017
OD00005930,c10016,st005,01/07/2017
OD00005931,c10017,st003,01/07/2017
OD00005932,c10018,st011,01/07/2017
OD00005933,c10019,st004,01/07/2017
OD00005934,c10020,st011,01/07/2017
OD00005935,c10021,st007,02/07/2017
OD00005936,c10022,st006,02/07/2017
OD00005937,c10023,st006,02/07/2017
OD00005938,c10024,st002,02/07/2017
OD00005939,c10025,st004,02/07/2017
OD00005940,c10026,st004,02/07/2017
OD00005941,c10027,st001,03/07/2017
OD00005942,c10028,st003,03/07/2017
OD00005943,c10029,st007,03/07/2017
OD00005944,c10030,st003,03/07/2017
OD00005945,c10031,st009,03/07/2017
OD00005946,c10032,st009,03/07/2017
OD00005947,c10033,st008,04/07/2017
OD00005948,c10034,st007,04/07/2017
OD00005949,c10035,st001,04/07/2017
OD00005950,c10036,st005,04/07/2017
OD00005951,c10037,st009,04/07/2017
OD00005952,c10038,st004,04/07/2017
OD00005953,c10039,st002,04/07/2017
OD00005954,c12878,st004,05/07/2017
OD00005955,c12879,st009,05/07/2017
OD00005956,c12880,st010,05/07/2017
OD00005957,c12881,st009,06/07/2017
OD00005958,c12882,st004,06/07/2017
OD00005959,c12883,st009,06/07/2017
OD00005960,c12884,st007,06/07/2017
OD00005961,c12885,st006,06/07/2017
OD00005962,c12886,st010,06/07/2017
OD00005963,c12887,st010,06/07/2017
OD00005964,c12888,st004,06/07/2017
OD00005965,c12889,st012,06/07/2017
OD00005966,c12890,st004,07/07/2017
OD00005967,c12891,st011,07/07/2017
OD00005968,c12892,st005,07/07/2017
OD00005969,c12893,st012,07/07/2017
OD00005970,c12894,st002,07/07/2017
OD00005971,c12895,st005,07/07/2017
OD00005972,c12896,st001,07/07/2017
OD00005973,c12897,st008,07/07/2017
OD00005974,c12898,st001,07/07/2017
OD00005975,c12899,st010,08/07/2017
OD00005976,c12900,st004,08/07/2017
OD00005977,c10063,st008,08/07/2017
OD00005978,c10064,st001,08/07/2017
OD00005979,c10065,st006,09/07/2017
OD00005980,c10066,st005,09/07/2017
OD00005981,c10067,st002,09/07/2017
OD00005982,c10068,st005,09/07/2017
OD00005983,c10069,st007,09/07/2017
OD00005984,c10070,st007,09/07/2017
OD00005985,c10071,st012,09/07/2017
OD00005986,c10072,st006,09/07/2017
OD00005987,c12878,st012,09/07/2017
OD00005988,c12879,st006,09/07/2017
OD00005989,c12880,st007,09/07/2017
OD00005990,c12881,st011,10/07/2017
OD00005991,c12882,st011,10/07/2017
OD00005992,c12883,st010,10/07/2017
OD00005993,c12884,st006,10/07/2017
OD00005994,c12885,st001,10/07/2017
OD00005995,c12886,st004,10/07/2017
OD00005996,c12887,st002,10/07/2017
OD00005997,c12888,st009,10/07/2017
OD00005998,c12889,st010,11/07/2017
OD00005999,c12890,st008,11/07/2017
OD00006000,c12891,st005,11/07/2017
OD00006001,c12892,st002,11/07/2017
OD00006002,c12893,st004,11/07/2017
OD00006003,c12894,st009,11/07/2017
OD00006004,c12895,st006,11/07/2017
OD00006005,c12896,st004,11/07/2017
OD00006006,c12897,st005,11/07/2017
OD00006007,c12898,st010,12/07/2017
OD00006008,c12899,st006,12/07/2017
OD00006009,c12900,st010,12/07/2017
OD00006010,c10096,st010,12/07/2017
OD00006011,c10097,st004,13/07/2017
OD00006012,c10098,st006,13/07/2017
OD00006013,c10099,st002,13/07/2017
OD00006014,c10100,st006,13/07/2017
OD00006015,c10101,st004,14/07/2017
OD00006016,c10102,st003,14/07/2017
OD00006017,c10103,st005,14/07/2017
OD00006018,c10104,st007,14/07/2017
OD00006019,c10105,st011,14/07/2017
OD00006020,c10106,st010,14/07/2017
OD00006021,c10107,st005,15/07/2017
OD00006022,c10108,st006,15/07/2017
OD00006023,c10109,st012,16/07/2017
OD00006024,c10110,st004,16/07/2017
OD00006025,c10111,st004,16/07/2017
OD00006026,c10112,st012,16/07/2017
OD00006027,c10113,st011,16/07/2017
OD00006028,c10114,st002,16/07/2017
OD00006029,c12878,st006,17/07/2017
OD00006030,c12879,st009,17/07/2017
OD00006031,c12880,st003,17/07/2017
OD00006032,c12881,st002,17/07/2017
OD00006033,c12882,st005,17/07/2017
OD00006034,c12883,st011,17/07/2017
OD00006035,c12884,st001,17/07/2017
OD00006036,c12885,st005,17/07/2017
OD00006037,c12886,st010,18/07/2017
OD00006038,c12887,st006,18/07/2017
OD00006039,c12888,st012,18/07/2017
OD00006040,c12889,st005,18/07/2017
OD00006041,c12890,st004,18/07/2017
OD00006042,c12891,st004,18/07/2017
OD00006043,c12892,st011,18/07/2017
OD00006044,c12893,st009,18/07/2017
OD00006045,c12894,st004,19/07/2017
OD00006046,c12895,st006,19/07/2017
OD00006047,c12896,st008,19/07/2017
OD00006048,c12897,st012,19/07/2017
OD00006049,c12898,st002,19/07/2017
OD00006050,c12899,st004,19/07/2017
OD00006051,c12900,st011,19/07/2017
OD00006052,c10138,st011,19/07/2017
OD00006053,c10139,st010,19/07/2017
OD00006054,c10140,st008,19/07/2017
OD00006055,c10141,st002,19/07/2017
OD00006056,c12878,st008,20/07/2017
OD00006057,c12879,st012,20/07/2017
OD00006058,c12880,st001,21/07/2017
OD00006059,c12881,st011,21/07/2017
OD00006060,c12882,st003,21/07/2017
OD00006061,c12883,st002,21/07/2017
OD00006062,c12884,st006,21/07/2017
OD00006063,c12885,st010,21/07/2017
OD00006064,c12886,st006,21/07/2017
OD00006065,c12887,st012,21/07/2017
OD00006066,c12888,st008,21/07/2017
OD00006067,c12889,st003,21/07/2017
OD00006068,c12890,st007,21/07/2017
OD00006069,c12891,st012,22/07/2017
OD00006070,c12892,st004,22/07/2017
OD00006071,c12893,st003,22/07/2017
OD00006072,c12894,st012,22/07/2017
OD00006073,c12895,st010,22/07/2017
OD00006074,c12896,st009,22/07/2017
OD00006075,c12897,st008,22/07/2017
OD00006076,c12898,st010,22/07/2017
OD00006077,c12899,st001,23/07/2017
OD00006078,c12900,st008,23/07/2017
OD00006079,c10165,st001,23/07/2017
OD00006080,c10166,st010,23/07/2017
OD00006081,c10167,st012,23/07/2017
OD00006082,c10168,st006,23/07/2017
OD00006083,c10169,st003,23/07/2017
OD00006084,c10170,st006,24/07/2017
OD00006085,c10171,st002,24/07/2017
OD00006086,c10172,st006,24/07/2017
OD00006087,c10173,st012,24/07/2017
OD00006088,c10174,st010,24/07/2017
OD00006089,c10175,st011,24/07/2017
OD00006090,c10176,st003,24/07/2017
OD00006091,c10177,st001,24/07/2017
OD00006092,c10178,st012,24/07/2017
OD00006093,c10179,st005,24/07/2017
OD00006094,c10180,st004,25/07/2017
